code,name,section,date,open,high,low,close,vol,value,n_stock,agg_price,foreign_vol,foreign_rate,agency_buy,agency_netbuy
A068270,celltrion,KOSPI,20050928,3774,3796,3656,3737,46285,465000000,2000000,7474000000,0,0.0,0,0
A068270,celltrion,KOSPI,20050929,3848,3892,3700,3700,55918,571000000,2000000,7400000000,0,0.0,0,0
A068270,celltrion,KOSPI,20050930,3707,3922,3689,3922,47025,485000000,2000000,7844000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051004,3996,4003,3885,3974,42143,449000000,2000000,7948000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051005,3915,4166,3915,4063,65742,719000000,2000000,8126000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051006,4218,4388,4063,4063,156297,1785000000,2000000,8126000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051007,4077,4225,4077,4144,54550,614000000,2000000,8288000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051010,4181,4233,4011,4129,44304,491000000,2000000,8258000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051011,4070,4181,4011,4055,39495,435000000,2000000,8110000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051012,4055,4144,3848,3922,46746,506000000,2000000,7844000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051013,3870,4048,3826,4048,53808,573000000,2000000,8096000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051014,4129,4181,3981,4151,50527,556000000,2000000,8302000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051017,4255,4366,4181,4218,67352,781000000,2000000,8436000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051018,4255,4388,4203,4292,53913,626000000,2000000,8584000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051019,4322,4322,3981,4129,41911,461000000,2000000,8258000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051020,4070,4188,4011,4107,34641,385000000,2000000,8214000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051021,3959,4292,3959,4292,50012,559000000,2000000,8584000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051024,4477,4736,4410,4492,75980,929000000,2000000,8984000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051025,4514,4810,4366,4551,117047,1451000000,2000000,9102000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051026,4647,4647,4484,4521,47985,589000000,2000000,9042000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051027,4514,4618,4359,4484,67622,826000000,2000000,8968000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051028,4329,4462,4270,4462,41315,487000000,2000000,8924000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051031,4462,4536,4418,4470,36005,435000000,2000000,8940000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051101,4381,4588,4381,4514,28338,346000000,2000000,9028000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051102,4514,4803,4514,4699,69755,885000000,2000000,9398000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051103,4773,4773,4551,4625,37052,463000000,2000000,9250000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051104,4632,4795,4573,4706,44265,561000000,2000000,9412000000,0,0.0,0,0
A068270,celltrion,KOSPI,20051107,4766,5113,4706,4958,111671,1487000000,2000000,9916000000,15171,0.7599999904632568,0,0
A068270,celltrion,KOSPI,20051108,5032,5069,4884,4958,57837,774000000,2000000,9916000000,21598,1.0800000429153442,0,0
A068270,celltrion,KOSPI,20051109,4965,5032,4840,4988,93980,1253000000,2000000,9976000000,35195,1.7599999904632568,0,0
A068270,celltrion,KOSPI,20051110,4965,5313,4965,5069,124189,1710000000,2000000,10138000000,50000,2.5,0,0
A068270,celltrion,KOSPI,20051111,5239,5513,5106,5306,122357,1749000000,2000000,10612000000,43468,2.1700000762939453,0,0
A068270,celltrion,KOSPI,20051114,5180,5380,5084,5336,163692,2310000000,2000000,10672000000,85270,4.260000228881836,0,0
A068270,celltrion,KOSPI,20051115,5417,5632,5417,5454,142227,2113000000,2000000,10908000000,106507,5.329999923706055,0,0
A068270,celltrion,KOSPI,20051116,5358,5476,5328,5358,72076,1048000000,2000000,10716000000,106507,5.329999923706055,0,0
A068270,celltrion,KOSPI,20051117,5358,5424,5180,5313,75619,1080000000,2000000,10626000000,115268,5.760000228881836,0,0
A068270,celltrion,KOSPI,20051118,5299,5550,5254,5476,62511,909000000,2000000,10952000000,117560,5.880000114440918,0,0
A068270,celltrion,KOSPI,20051121,5380,5550,5328,5350,47962,703000000,2000000,10700000000,117560,5.880000114440918,0,0
A068270,celltrion,KOSPI,20051122,5284,5491,5247,5254,74389,1068000000,2000000,10508000000,125901,6.300000190734863,0,0
A068270,celltrion,KOSPI,20051123,5276,5365,5239,5262,57061,814000000,2000000,10524000000,138893,6.940000057220459,0,0
A068270,celltrion,KOSPI,20051124,5269,5328,5254,5269,58568,835000000,2000000,10538000000,143393,7.170000076293945,0,0
A068270,celltrion,KOSPI,20051125,5365,5402,5254,5254,56643,811000000,2000000,10508000000,150893,7.539999961853027,0,0
A068270,celltrion,KOSPI,20051128,5365,5587,5254,5284,70423,1018000000,2000000,10568000000,151563,7.579999923706055,0,0
A068270,celltrion,KOSPI,20051129,5291,5417,5269,5291,34600,497000000,2000000,10582000000,151563,7.579999923706055,0,0
A068270,celltrion,KOSPI,20051130,5291,5447,5291,5402,51234,743000000,2000000,10804000000,151563,7.579999923706055,0,0
A068270,celltrion,KOSPI,20051201,5498,5498,5276,5291,35903,516000000,2000000,10582000000,151563,7.579999923706055,0,0
A068270,celltrion,KOSPI,20051202,5321,5373,5276,5291,43089,619000000,2000000,10582000000,151563,7.579999923706055,0,0
A068270,celltrion,KOSPI,20051205,5254,5343,5202,5262,64888,923000000,2000000,10524000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051206,5291,6016,5291,5447,158582,2422000000,2000000,10894000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051207,5476,5706,5328,5698,48989,735000000,2000000,11396000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051208,5994,5994,5417,5550,97771,1533000000,2000000,11100000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051209,5402,5587,5328,5373,54032,789000000,2000000,10746000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051212,5291,5513,5254,5513,48735,714000000,2000000,11026000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051213,5513,5772,5461,5461,31506,469000000,2000000,10922000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051214,5461,5543,5336,5373,31819,464000000,2000000,10746000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051215,5373,5439,5254,5262,31219,450000000,2000000,10524000000,170712,8.539999961853027,0,0
A068270,celltrion,KOSPI,20051216,5180,5180,4958,5032,77560,1057000000,2000000,10064000000,181617,9.079999923706055,0,0
A068270,celltrion,KOSPI,20051219,5032,5136,4958,5039,28384,385000000,2000000,10078000000,181617,9.079999923706055,0,0
A068270,celltrion,KOSPI,20051220,4847,5106,4847,4854,28517,378000000,2000000,9708000000,181617,9.079999923706055,0,0
A068270,celltrion,KOSPI,20051221,4817,5047,4817,4958,21965,294000000,2000000,9916000000,181617,9.079999923706055,0,0
A068270,celltrion,KOSPI,20051222,4980,5069,4632,4736,36100,472000000,2000000,9472000000,181617,9.079999923706055,0,0
A068270,celltrion,KOSPI,20051223,4632,4906,4588,4810,25117,318000000,2000000,9620000000,184301,9.220000267028809,0,0
A068270,celltrion,KOSPI,20051226,4810,4914,4736,4736,17926,233000000,2000000,9472000000,184301,9.220000267028809,0,0
A068270,celltrion,KOSPI,20051227,4647,4766,4588,4625,26717,335000000,2000000,9250000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20051228,4573,4625,4521,4610,20610,255000000,2000000,9220000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20051229,4588,4773,4507,4736,29602,371000000,2000000,9472000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060102,4780,4803,4677,4780,10919,140000000,2000000,9560000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060103,4743,4877,4706,4832,22530,292000000,2000000,9664000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060104,4854,5069,4854,5032,27802,375000000,2000000,10064000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060105,5165,5165,4810,4914,18993,252000000,2000000,9828000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060106,4921,5069,4884,5069,10613,143000000,2000000,10138000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060109,5069,5084,4810,4958,14792,199000000,2000000,9916000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060110,5032,5032,4854,4988,6673,89000000,2000000,9976000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060111,4980,4988,4788,4840,9082,119000000,2000000,9680000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060112,4751,4847,4729,4773,8879,114000000,2000000,9546000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060113,4729,4943,4662,4914,8883,116000000,2000000,9828000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060116,4810,4965,4810,4884,7544,101000000,2000000,9768000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060117,4891,5025,4706,4958,50338,673000000,2000000,9916000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060118,4884,5010,4825,4995,40235,534000000,2000000,9990000000,192207,9.609999656677246,0,0
A068270,celltrion,KOSPI,20060119,5054,5543,4921,5195,100002,1448000000,2000000,10390000000,191351,9.569999694824219,0,0
A068270,celltrion,KOSPI,20060120,5498,5498,4854,5069,40597,560000000,2000000,10138000000,203365,10.170000076293945,0,0
A068270,celltrion,KOSPI,20060123,4743,5217,4743,5017,44867,613000000,2000000,10034000000,228003,11.399999618530273,0,0
A068270,celltrion,KOSPI,20060124,4958,5328,4958,5328,70090,988000000,2000000,10656000000,258409,12.920000076293945,0,0
A068270,celltrion,KOSPI,20060125,5336,5846,5336,5698,134570,2035000000,2000000,11396000000,286351,14.319999694824219,0,0
A068270,celltrion,KOSPI,20060126,5883,5920,5595,5669,32233,497000000,2000000,11338000000,286175,14.3100004196167,0,0
A068270,celltrion,KOSPI,20060127,5706,5750,5461,5698,44912,684000000,2000000,11396000000,286613,14.329999923706055,0,0
A068270,celltrion,KOSPI,20060131,5624,5846,5550,5713,37652,578000000,2000000,11426000000,294873,14.739999771118164,0,0
A068270,celltrion,KOSPI,20060201,5735,5979,5698,5920,82534,1298000000,2000000,11840000000,313426,15.670000076293945,0,0
A068270,celltrion,KOSPI,20060202,5920,6061,5809,6061,37323,598000000,2000000,12122000000,317937,15.899999618530273,0,0
A068270,celltrion,KOSPI,20060203,5950,6031,5780,5920,39208,628000000,2000000,11840000000,340197,17.010000228881836,0,0
A068270,celltrion,KOSPI,20060206,5861,5972,5809,5920,15632,249000000,2000000,11840000000,344449,17.219999313354492,0,0
A068270,celltrion,KOSPI,20060207,5928,5994,5839,5920,17717,282000000,2000000,11840000000,348701,17.440000534057617,0,0
A068270,celltrion,KOSPI,20060208,5846,6209,5846,6009,22615,367000000,2000000,12018000000,350790,17.540000915527344,0,0
A068270,celltrion,KOSPI,20060209,6024,6283,5957,6283,52357,876000000,2000000,12566000000,360863,18.040000915527344,0,0
A068270,celltrion,KOSPI,20060210,6283,6283,5846,5957,29383,481000000,2000000,11914000000,360863,18.040000915527344,0,0
A068270,celltrion,KOSPI,20060213,5957,5957,5469,5476,62249,947000000,2000000,10952000000,364663,18.229999542236328,0,0
A068270,celltrion,KOSPI,20060214,5417,5587,5402,5587,13029,195000000,2000000,11174000000,364663,18.229999542236328,0,0
A068270,celltrion,KOSPI,20060215,5587,6142,5587,5920,65361,1039000000,2000000,11840000000,383102,19.15999984741211,0,0
A068270,celltrion,KOSPI,20060216,5854,6645,5854,6142,47824,810000000,2000000,12284000000,390971,19.549999237060547,0,0
A068270,celltrion,KOSPI,20060217,6290,6793,6216,6697,124094,2210000000,2000000,13394000000,427613,21.3799991607666,0,0
A068270,celltrion,KOSPI,20060220,6771,7008,6468,6660,67943,1235000000,2000000,13320000000,432281,21.610000610351562,0,0
A068270,celltrion,KOSPI,20060221,6808,6808,6475,6490,15725,278000000,2000000,12980000000,432281,21.610000610351562,0,0
A068270,celltrion,KOSPI,20060222,6416,6490,6298,6305,28756,497000000,2000000,12610000000,432281,21.610000610351562,0,0
A068270,celltrion,KOSPI,20060223,6305,6986,6305,6882,69600,1261000000,2000000,13764000000,438932,21.950000762939453,0,0
A068270,celltrion,KOSPI,20060224,6956,6956,6586,6586,29838,543000000,2000000,13172000000,438932,21.950000762939453,0,0
A068270,celltrion,KOSPI,20060227,6660,6771,6475,6483,24652,438000000,2000000,12966000000,438932,21.950000762939453,0,0
A068270,celltrion,KOSPI,20060228,6460,6660,6364,6564,16940,296000000,2000000,13128000000,438932,21.950000762939453,0,0
A068270,celltrion,KOSPI,20060302,6512,6586,6453,6512,7271,128000000,2000000,13024000000,438932,21.950000762939453,0,0
A068270,celltrion,KOSPI,20060303,6401,6512,6164,6179,17378,296000000,2000000,12358000000,438932,21.950000762939453,0,0
A068270,celltrion,KOSPI,20060306,6031,6320,6031,6268,18804,314000000,2000000,12536000000,444080,22.200000762939453,0,0
A068270,celltrion,KOSPI,20060307,6283,6372,6068,6194,14732,249000000,2000000,12388000000,444594,22.229999542236328,0,0
A068270,celltrion,KOSPI,20060308,6031,6246,5979,6216,15853,261000000,2000000,12432000000,445844,22.290000915527344,0,0
A068270,celltrion,KOSPI,20060309,6142,6268,6142,6142,7119,119000000,2000000,12284000000,445844,22.290000915527344,0,0
A068270,celltrion,KOSPI,20060310,6016,6172,5994,6046,8869,145000000,2000000,12092000000,445935,22.299999237060547,0,0
A068270,celltrion,KOSPI,20060313,6046,6201,6024,6068,6677,110000000,2000000,12136000000,445935,22.299999237060547,0,0
A068270,celltrion,KOSPI,20060314,6016,6090,5994,6061,5142,84000000,2000000,12122000000,446296,22.309999465942383,0,0
A068270,celltrion,KOSPI,20060315,5994,6127,5994,6046,4837,79000000,2000000,12092000000,446296,22.309999465942383,0,0
A068270,celltrion,KOSPI,20060316,5994,6098,5935,5935,8465,137000000,2000000,11870000000,449245,22.459999084472656,0,0
A068270,celltrion,KOSPI,20060317,5942,6090,5920,5935,55408,889000000,2000000,11870000000,460495,23.020000457763672,0,0
A068270,celltrion,KOSPI,20060320,5957,6002,5883,5994,17046,273000000,2000000,11988000000,464295,23.209999084472656,0,0
A068270,celltrion,KOSPI,20060321,5942,6090,5942,6090,15722,257000000,2000000,12180000000,464295,23.209999084472656,0,0
A068270,celltrion,KOSPI,20060322,6157,6157,5987,5987,8383,137000000,2000000,11974000000,464295,23.209999084472656,0,0
A068270,celltrion,KOSPI,20060323,5994,6068,5913,6024,9812,158000000,2000000,12048000000,464295,23.209999084472656,0,0
A068270,celltrion,KOSPI,20060324,5942,6068,5920,5935,10632,170000000,2000000,11870000000,464295,23.209999084472656,0,0
A068270,celltrion,KOSPI,20060327,5831,5935,5824,5846,9991,158000000,2000000,11692000000,464295,23.209999084472656,0,0
A068270,celltrion,KOSPI,20060328,5846,5905,5528,5846,15502,239000000,2000000,11692000000,466795,23.34000015258789,0,0
A068270,celltrion,KOSPI,20060329,5661,5794,5661,5772,4806,74000000,2000000,11544000000,466795,23.34000015258789,0,0
A068270,celltrion,KOSPI,20060330,5654,5824,5624,5743,10630,164000000,2000000,11486000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060331,5772,5883,5750,5883,6122,96000000,2000000,11766000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060403,5809,6046,5809,5905,5428,87000000,2000000,11810000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060404,5854,6053,5809,5942,3325,53000000,2000000,11884000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060405,5854,5994,5854,5942,7760,124000000,2000000,11884000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060406,5868,5987,5868,5950,6233,100000000,2000000,11900000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060407,5950,6216,5950,6068,21362,350000000,2000000,12136000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060410,6068,6068,5898,5994,10654,172000000,2000000,11988000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060411,5928,6068,5683,5750,19595,305000000,2000000,11500000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060412,5706,5861,5683,5831,9234,144000000,2000000,11662000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060413,5780,5920,5565,5609,28370,434000000,2000000,11218000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060414,5617,5735,5572,5661,15530,236000000,2000000,11322000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060417,5698,5698,5558,5617,18421,279000000,2000000,11234000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060418,5535,5639,5513,5558,9742,146000000,2000000,11116000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060419,5587,5624,5521,5572,8810,133000000,2000000,11144000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060420,5550,5617,5410,5476,78475,1162000000,2000000,10952000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060421,5402,5624,5402,5550,10037,149000000,2000000,11100000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060424,5476,5550,5432,5535,5847,87000000,2000000,11070000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060425,5469,5535,5358,5365,9627,141000000,2000000,10730000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060426,5328,5328,5180,5313,12426,177000000,2000000,10626000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060427,5291,5387,5180,5291,11196,160000000,2000000,10582000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060428,5291,5350,5180,5269,6801,96000000,2000000,10538000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060502,5276,5328,5195,5306,7975,113000000,2000000,10612000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060503,5217,5350,5210,5291,6411,91000000,2000000,10582000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060504,5328,5328,5113,5225,3977,56000000,2000000,10450000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060508,5225,5225,5002,5113,5296,73000000,2000000,10226000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060509,5017,5113,4958,5076,12277,167000000,2000000,10152000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060510,5202,5202,5025,5032,3316,45000000,2000000,10064000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060511,5025,5165,4958,5099,4714,64000000,2000000,10198000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060512,4980,5165,4973,5025,6972,94000000,2000000,10050000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060515,5062,5106,5002,5002,3456,47000000,2000000,10004000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060516,5054,5151,4736,5032,2982,40000000,2000000,10064000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060517,4965,5106,4825,5091,1841,25000000,2000000,10182000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060518,5091,5225,4832,5180,4318,59000000,2000000,10360000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060519,5313,5313,4988,5180,1848,26000000,2000000,10360000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060522,5054,5180,5054,5180,4585,64000000,2000000,10360000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060523,5032,5299,5032,5284,8105,114000000,2000000,10568000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060524,5291,5454,5165,5217,16651,238000000,2000000,10434000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060525,5202,5380,5158,5269,12798,181000000,2000000,10538000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060526,5210,5395,5195,5373,10129,146000000,2000000,10746000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060529,5387,6135,5387,6061,22171,347000000,2000000,12122000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060530,6068,6068,5513,5868,9932,153000000,2000000,11736000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060601,6016,6016,5550,5720,13048,200000000,2000000,11440000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060602,5587,5772,5506,5698,7044,107000000,2000000,11396000000,467652,23.3799991607666,0,0
A068270,celltrion,KOSPI,20060605,5587,5691,5484,5572,11466,173000000,2000000,11144000000,465502,23.280000686645508,0,0
A068270,celltrion,KOSPI,20060607,5343,5476,5017,5276,21392,306000000,2000000,10552000000,462406,23.1200008392334,0,0
A068270,celltrion,KOSPI,20060608,5032,5284,4825,5017,14174,195000000,2000000,10034000000,453715,22.690000534057617,0,0
A068270,celltrion,KOSPI,20060609,4958,5121,4958,5106,10078,139000000,2000000,10212000000,452776,22.639999389648438,0,0
A068270,celltrion,KOSPI,20060612,5180,5180,4958,5173,3506,48000000,2000000,10346000000,451776,22.59000015258789,0,0
A068270,celltrion,KOSPI,20060613,5025,5232,4603,4877,14515,191000000,2000000,9754000000,446713,22.34000015258789,0,0
A068270,celltrion,KOSPI,20060614,4803,4928,4699,4729,14204,182000000,2000000,9458000000,436147,21.809999465942383,0,0
A068270,celltrion,KOSPI,20060615,4677,4803,4514,4729,18741,237000000,2000000,9458000000,430113,21.510000228881836,0,0
A068270,celltrion,KOSPI,20060616,4803,4803,4699,4788,10454,134000000,2000000,9576000000,427154,21.360000610351562,0,0
